2,2,2,4,4.0,26.0,48555
2,2,2,5,5.0,44.0,120401
2,2,2,6,6.0,66.66666666666667,240802
2,2,2,7,7.0,94.0,485155
2,2,2,8,8.0,126.0,537658
2,2,2,9,9.0,162.66666666666666,782802
2,2,2,10,10.0,204.0,1569156
2,2,2,11,11.0,250.0,3381877
2,2,2,12,12.0,300.6666666666667,4169810
2,2,2,13,13.0,356.0,8745429
2,2,2,14,14.0,416.0,17147815
2,2,2,15,15.0,480.6666666666667,47458382
2,2,2,16,16.0,550.0,38183585
2,2,2,17,17.0,624.0,122987089
2,2,2,18,18.0,702.6666666666666,287744122
2,2,2,19,19.0,786.0,208307723
2,2,2,20,20.0,874.0,371831539
2,2,2,21,21.0,966.6666666666666,445716481
2,2,2,22,22.0,1064.0,4632239188
2,2,2,4,4.0,26.0,48555
2,2,2,5,5.0,44.0,120401
2,2,2,6,6.0,66.66666666666667,180403
2,2,2,7,7.0,94.0,240407
2,2,2,8,8.0,126.0,588187
2,2,2,9,9.0,162.66666666666666,1308616
2,2,2,10,10.0,204.0,1658371
2,2,2,11,11.0,250.0,3332927
2,2,2,12,12.0,300.6666666666667,4118491
2,2,2,13,13.0,356.0,8366464
2,2,2,14,14.0,416.0,19694782
2,2,2,15,15.0,480.6666666666667,46824799
2,2,2,16,16.0,550.0,39466147
2,2,2,17,17.0,624.0,126507525
2,2,2,18,18.0,702.6666666666666,314900982
2,2,2,19,19.0,786.0,214366837
2,2,2,20,20.0,874.0,413247387
2,2,2,21,21.0,966.6666666666666,423574210
2,2,2,22,22.0,1064.0,4153318973
2,2,2,4,4.0,26.0,33554
2,2,2,5,5.0,44.0,65135
2,2,2,6,6.0,66.66666666666667,187509
2,2,2,7,7.0,94.0,236459
2,2,2,8,8.0,126.0,549106
2,2,2,9,9.0,162.66666666666666,782407
2,2,2,10,10.0,204.0,1676926
2,2,2,11,11.0,250.0,3133576
2,2,2,12,12.0,300.6666666666667,4099939
2,2,2,13,13.0,356.0,8195931
2,2,2,14,14.0,416.0,18047472
2,2,2,15,15.0,480.6666666666667,45038149
2,2,2,16,16.0,550.0,38925742
2,2,2,17,17.0,624.0,119086944
2,2,2,18,18.0,702.6666666666666,298334760
2,2,2,19,19.0,786.0,217506024
2,2,2,20,20.0,874.0,382674853
2,2,2,21,21.0,966.6666666666666,451554708
2,2,2,22,22.0,1064.0,4414195755
2,2,2,4,4.0,26.0,16580
2,2,2,5,5.0,44.0,48950
2,2,2,6,6.0,66.66666666666667,133822
2,2,2,7,7.0,94.0,243170
2,2,2,8,8.0,126.0,548711
2,2,2,9,9.0,162.66666666666666,792276
2,2,2,10,10.0,204.0,1632713
2,2,2,11,11.0,250.0,3218054
2,2,2,12,12.0,300.6666666666667,4083360
2,2,2,13,13.0,356.0,8484104
2,2,2,14,14.0,416.0,17919965
2,2,2,15,15.0,480.6666666666667,43446886
2,2,2,16,16.0,550.0,37778184
2,2,2,17,17.0,624.0,124868151
2,2,2,18,18.0,702.6666666666666,287724893
2,2,2,19,19.0,786.0,207591718
2,2,2,20,20.0,874.0,384596133
2,2,2,21,21.0,966.6666666666666,422030880
2,2,2,22,22.0,1064.0,4316814884
2,2,2,4,4.0,26.0,23290
2,2,2,5,5.0,44.0,74609
2,2,2,6,6.0,66.66666666666667,132638
2,2,2,7,7.0,94.0,226590
2,2,2,8,8.0,126.0,590160
2,2,2,9,9.0,162.66666666666666,767012
2,2,2,10,10.0,204.0,1639818
2,2,2,11,11.0,250.0,3684261
2,2,2,12,12.0,300.6666666666667,4154416
2,2,2,13,13.0,356.0,8192774
2,2,2,14,14.0,416.0,17664164
2,2,2,15,15.0,480.6666666666667,43390831
2,2,2,16,16.0,550.0,42471838
2,2,2,17,17.0,624.0,125350543
2,2,2,18,18.0,702.6666666666666,293019365
2,2,2,19,19.0,786.0,217382465
2,2,2,20,20.0,874.0,396857660
2,2,2,21,21.0,966.6666666666666,438725521
2,2,2,22,22.0,1064.0,4375185141
