1,3,2,1,4.0,0.0,17764
1,3,2,2,4.0,4.0,91584
1,3,2,3,4.0,8.0,150007
1,3,2,4,4.0,8.0,91583
1,3,2,5,4.0,11.2,245538
1,3,2,6,4.0,12.0,125927
1,3,2,7,4.0,13.714285714285714,592529
1,3,2,8,4.0,14.0,461470
1,3,2,9,4.0,13.333333333333334,296462
1,3,2,10,4.0,14.4,367913
1,3,2,11,4.0,15.272727272727273,838857
1,3,2,12,4.0,16.666666666666668,617794
1,3,2,13,4.0,15.384615384615385,763458
1,3,2,14,4.0,16.0,1169267
1,3,2,15,4.0,16.0,1068210
1,3,2,16,4.0,16.5,2750661
1,3,2,17,4.0,17.88235294117647,3154496
1,3,2,18,4.0,18.22222222222222,1794167
1,3,2,19,4.0,17.68421052631579,2044442
1,3,2,20,4.0,16.4,2585259
1,3,2,21,4.0,17.523809523809526,2648814
1,3,2,22,4.0,18.545454545454547,2943302
1,3,2,23,4.0,18.782608695652176,3184893
1,3,2,24,4.0,18.333333333333332,7004949
1,3,2,25,4.0,17.6,4529828
1,3,2,26,4.0,17.53846153846154,8555552
1,3,2,27,4.0,17.77777777777778,4440218
1,3,2,28,4.0,19.142857142857142,4360083
1,3,2,29,4.0,19.03448275862069,5038669
1,3,2,30,4.0,19.466666666666665,5285786
1,3,2,31,4.0,19.612903225806452,6047270
1,3,2,32,4.0,18.75,6639800
1,3,2,33,4.0,18.90909090909091,9463491
1,3,2,34,4.0,19.058823529411764,7846569
1,3,2,35,4.0,19.2,8621476
1,3,2,36,4.0,19.333333333333332,9260586
1,3,2,37,4.0,19.675675675675677,10225371
1,3,2,38,4.0,18.94736842105263,10697894
1,3,2,39,4.0,19.487179487179485,11440824
1,3,2,40,4.0,19.6,11984799
1,3,2,41,4.0,19.902439024390244,13352234
1,3,2,42,4.0,19.047619047619047,14443735
1,3,2,43,4.0,20.46511627906977,14827833
1,3,2,44,4.0,20.0,17162027
1,3,2,45,4.0,19.91111111111111,18663284
1,3,2,46,4.0,19.652173913043477,19368319
1,3,2,47,4.0,19.404255319148938,20393896
1,3,2,48,4.0,19.5,20601538
1,3,2,49,4.0,20.408163265306122,21583296
1,3,2,50,4.0,20.32,30582948
1,3,2,51,4.0,19.92156862745098,26481826
1,3,2,52,4.0,20.307692307692307,28440212
1,3,2,53,4.0,19.169811320754718,27797548
1,3,2,54,4.0,20.14814814814815,30942176
1,3,2,55,4.0,20.21818181818182,34409321
1,3,2,56,4.0,20.142857142857142,32840559
1,3,2,57,4.0,20.771929824561404,35830048
1,3,2,58,4.0,20.689655172413794,36473500
1,3,2,59,4.0,19.52542372881356,41013987
1,3,2,60,4.0,20.0,40957142
1,3,2,61,4.0,20.459016393442624,45180244
1,3,2,62,4.0,19.870967741935484,45172743
1,3,2,63,4.0,20.952380952380953,49907450
1,3,2,64,4.0,20.25,48941876
1,3,2,65,4.0,20.8,55582860
1,3,2,66,4.0,20.363636363636363,57866919
1,3,2,67,4.0,20.17910447761194,58005478
1,3,2,68,4.0,20.470588235294116,61815270
1,3,2,69,4.0,21.10144927536232,63975376
1,3,2,70,4.0,20.685714285714287,69401696
1,3,2,71,4.0,20.056338028169016,72056826
1,3,2,72,4.0,21.0,71942742
1,3,2,73,4.0,20.931506849315067,82693532
1,3,2,74,4.0,20.54054054054054,76283481
1,3,2,75,4.0,20.16,83699765
1,3,2,76,4.0,21.05263157894737,81792698
1,3,2,77,4.0,21.09090909090909,93546170
1,3,2,78,4.0,20.71794871794872,94738729
1,3,2,79,4.0,20.962025316455698,89501498
1,3,2,80,4.0,20.8,96743301
1,3,2,81,4.0,20.938271604938272,102080799
1,3,2,82,4.0,20.682926829268293,106500095
1,3,2,83,4.0,21.012048192771083,108356634
1,3,2,84,4.0,20.761904761904763,120096684
1,3,2,85,4.0,21.36470588235294,120003126
1,3,2,86,4.0,20.651162790697676,120608682
1,3,2,87,4.0,20.689655172413794,118564635
1,3,2,88,4.0,21.272727272727273,128386169
1,3,2,89,4.0,21.03370786516854,121959538
1,3,2,90,4.0,21.066666666666666,134180401
1,3,2,91,4.0,21.274725274725274,140172011
1,3,2,92,4.0,20.608695652173914,157367197
1,3,2,93,4.0,20.989247311827956,150331851
1,3,2,94,4.0,21.106382978723403,147873705
1,3,2,95,4.0,21.305263157894736,151429669
1,3,2,96,4.0,20.916666666666668,155549344
1,3,2,97,4.0,21.36082474226804,174864371
1,3,2,98,4.0,21.06122448979592,177941102
1,3,2,99,4.0,21.333333333333332,189594700
1,3,2,100,4.0,21.6,185597004
1,3,2,101,4.0,20.91089108910891,191145697
1,3,2,102,4.0,21.333333333333332,196631624
1,3,2,103,4.0,21.359223300970875,191907972
1,3,2,104,4.0,21.153846153846153,206737383
1,3,2,105,4.0,21.333333333333332,210305980
