1,2,1,4,4.0,26.0,5026648,5026648,20840
1,2,1,5,5.0,44.0,5026480,5026480,41112
1,2,1,6,6.0,66.66666666666667,5743320,5743320,68736
1,2,1,7,7.0,94.0,5741952,5741952,109064
1,2,1,8,8.0,126.0,6457912,6457912,161904
1,2,1,9,9.0,162.66666666666666,7173656,7173656,230752
1,2,1,10,10.0,204.0,8606168,8606168,314888
1,2,1,4,4.0,26.0,5026280,5026280,20840
1,2,1,5,5.0,44.0,5026400,5026400,41112
1,2,1,6,6.0,66.66666666666667,5742280,5742280,68736
1,2,1,7,7.0,94.0,5742120,5742120,109064
1,2,1,8,8.0,126.0,6457824,6457824,161904
1,2,1,9,9.0,162.66666666666666,7175112,7175112,230752
1,2,1,10,10.0,204.0,8604840,8604840,314888
1,2,1,4,4.0,26.0,5010696,5010696,20840
1,2,1,5,5.0,44.0,5027736,5027736,41112
1,2,1,6,6.0,66.66666666666667,5742184,5742184,68736
1,2,1,7,7.0,94.0,5742160,5742160,109064
1,2,1,4,4.0,26.0,5026424,5026424,20840
1,2,1,5,5.0,44.0,5027736,5027736,41112
1,2,1,6,6.0,66.66666666666667,5742256,5742256,68736
1,2,1,7,7.0,94.0,5742280,5742280,109064
1,2,1,8,8.0,126.0,6459160,6459160,161904
1,2,1,9,9.0,162.66666666666666,7173328,7173328,230752
1,2,1,10,10.0,204.0,8605944,8605944,314888
1,2,1,4,4.0,26.0,5026480,5026480,20840
1,2,1,5,5.0,44.0,5027736,5027736,41112
1,2,1,6,6.0,66.66666666666667,5742184,5742184,68736
1,2,1,7,7.0,94.0,5742120,5742120,109064
1,2,1,8,8.0,126.0,6457976,6457976,161904
1,2,1,9,9.0,162.66666666666666,7173464,7173464,230752
1,2,1,10,10.0,204.0,8604880,8604880,314888
1,2,1,4,4.0,26.0,5027672,5027672,20840
1,2,1,5,5.0,44.0,5027672,5027672,41112
1,2,1,6,6.0,66.66666666666667,5742184,5742184,68736
1,2,1,7,7.0,94.0,5742112,5742112,109064
1,2,1,8,8.0,126.0,6457800,6457800,161904
1,2,1,9,9.0,162.66666666666666,7173800,7173800,230752
1,2,1,10,10.0,204.0,8605952,8605952,314888
1,2,1,4,4.0,26.0,5011288,5011288,20840
1,2,1,5,5.0,44.0,5026568,5026568,41112
1,2,1,6,6.0,66.66666666666667,5743320,5743320,68736
1,2,1,7,7.0,94.0,5742456,5742456,109064
1,2,1,8,8.0,126.0,6457832,6457832,161904
1,2,1,9,9.0,162.66666666666666,7173608,7173608,230752
1,2,1,10,10.0,204.0,8604904,8604904,314888
1,2,1,4,4.0,26.0,5027672,5027672,20840
1,2,1,5,5.0,44.0,5026448,5026448,41112
1,2,1,6,6.0,66.66666666666667,5742136,5742136,68736
1,2,1,7,7.0,94.0,5742224,5742224,109064
1,2,1,8,8.0,126.0,6457888,6457888,161904
1,2,1,9,9.0,162.66666666666666,7173312,7173312,230752
1,2,1,10,10.0,204.0,8605992,8605992,314888
1,2,1,4,4.0,26.0,5026528,5026528,20840
1,2,1,5,5.0,44.0,5026368,5026368,41112
1,2,1,6,6.0,66.66666666666667,5742064,5742064,68736
1,2,1,7,7.0,94.0,5742152,5742152,109064
1,2,1,8,8.0,126.0,6457928,6457928,161904
1,2,1,9,9.0,162.66666666666666,7173472,7173472,230752
1,2,1,10,10.0,204.0,8604688,8604688,314888
1,2,1,4,4.0,26.0,5026368,5026368,20840
1,2,1,5,5.0,44.0,5012336,5012336,41112
1,2,1,6,6.0,66.66666666666667,5726344,5726344,68736
1,2,1,7,7.0,94.0,5742000,5742000,109064
1,2,1,8,8.0,126.0,6459176,6459176,161904
1,2,1,9,9.0,162.66666666666666,7174616,7174616,230752
1,2,1,10,10.0,204.0,8605000,8605000,314888
1,2,1,4,4.0,26.0,5027808,5027808,20840
1,2,1,5,5.0,44.0,5026744,5026744,41112
1,2,1,6,6.0,66.66666666666667,5742112,5742112,68736
1,2,1,7,7.0,94.0,5726456,5726456,109064
1,2,1,8,8.0,126.0,6457888,6457888,161904
