2,1,0,4,4.0,26.0,2153144,2153144
2,1,0,5,5.0,44.0,2868792,2868792
2,1,0,6,6.0,66.66666666666667,2868792,2868792
2,1,0,7,7.0,94.0,2868792,2868792
2,1,0,8,8.0,126.0,3584824,3584824
2,1,0,9,9.0,162.66666666666666,4300176,4300176
2,1,0,10,10.0,204.0,5015832,5015832
2,1,0,11,11.0,250.0,6449496,6449496
2,1,0,12,12.0,300.6666666666667,6447680,6447680
2,1,0,13,13.0,356.0,9310328,9310328
2,1,0,14,14.0,416.0,11457680,11457680
2,1,0,15,15.0,480.6666666666667,40749256,41862992
2,1,0,16,16.0,550.0,32928728,32928728
2,1,0,17,17.0,624.0,62361656,41907984
2,1,0,18,18.0,702.6666666666666,161637056,45553520
2,1,0,19,19.0,786.0,240287536,45944400
2,1,0,20,20.0,874.0,109697112,46297784
2,1,0,21,21.0,966.6666666666666,958261544,46990088
2,1,0,22,22.0,1064.0,2662243664,47538608
2,1,0,4,4.0,26.0,2153144,2153144
2,1,0,5,5.0,44.0,2868792,2868792
2,1,0,6,6.0,66.66666666666667,2868792,2868792
2,1,0,7,7.0,94.0,2868792,2868792
2,1,0,8,8.0,126.0,3584520,3584520
2,1,0,9,9.0,162.66666666666666,4300144,4300144
2,1,0,10,10.0,204.0,5016104,5016104
2,1,0,11,11.0,250.0,6449432,6449432
2,1,0,12,12.0,300.6666666666667,6447584,6447584
2,1,0,13,13.0,356.0,9310128,9310128
2,1,0,14,14.0,416.0,11457328,11457328
2,1,0,15,15.0,480.6666666666667,40749392,41892008
2,1,0,16,16.0,550.0,32928912,32928912
2,1,0,17,17.0,624.0,62361480,41883944
2,1,0,18,18.0,702.6666666666666,159549344,45530488
2,1,0,19,19.0,786.0,238160400,45859224
2,1,0,20,20.0,874.0,108286696,46174440
2,1,0,21,21.0,966.6666666666666,958261248,46921400
2,1,0,4,4.0,26.0,2153144,2153144
2,1,0,5,5.0,44.0,2868792,2868792
2,1,0,6,6.0,66.66666666666667,2868792,2868792
2,1,0,7,7.0,94.0,2868792,2868792
2,1,0,8,8.0,126.0,3584520,3584520
2,1,0,9,9.0,162.66666666666666,4300176,4300176
2,1,0,4,4.0,26.0,2153144,2153144
2,1,0,5,5.0,44.0,2868792,2868792
2,1,0,6,6.0,66.66666666666667,2868792,2868792
2,1,0,7,7.0,94.0,2868792,2868792
2,1,0,8,8.0,126.0,3584520,3584520
2,1,0,9,9.0,162.66666666666666,4300112,4300112
2,1,0,10,10.0,204.0,5015832,5015832
2,1,0,11,11.0,250.0,6449496,6449496
2,1,0,12,12.0,300.6666666666667,6447888,6447888
2,1,0,13,13.0,356.0,9310232,9310232
2,1,0,14,14.0,416.0,11457712,11457712
2,1,0,15,15.0,480.6666666666667,42166336,41883944
2,1,0,16,16.0,550.0,32929520,32929520
2,1,0,17,17.0,624.0,64486712,41910424
2,1,0,18,18.0,702.6666666666666,160256608,45494752
2,1,0,19,19.0,786.0,241705968,45933872
2,1,0,20,20.0,874.0,111107592,46256632
2,1,0,21,21.0,966.6666666666666,943244216,46918216
2,1,0,4,4.0,26.0,2153144,2153144
2,1,0,5,5.0,44.0,2868792,2868792
2,1,0,6,6.0,66.66666666666667,2868792,2868792
2,1,0,7,7.0,94.0,2868792,2868792
2,1,0,8,8.0,126.0,3584824,3584824
2,1,0,9,9.0,162.66666666666666,4300176,4300176
2,1,0,10,10.0,204.0,5016104,5016104
2,1,0,11,11.0,250.0,6449496,6449496
2,1,0,12,12.0,300.6666666666667,6447968,6447968
2,1,0,13,13.0,356.0,9310616,9310616
2,1,0,14,14.0,416.0,11457680,11457680
2,1,0,4,4.0,26.0,2153144,2153144
2,1,0,5,5.0,44.0,2868792,2868792
2,1,0,6,6.0,66.66666666666667,2868792,2868792
2,1,0,7,7.0,94.0,2868792,2868792
2,1,0,8,8.0,126.0,3584520,3584520
2,1,0,9,9.0,162.66666666666666,4300144,4300144
2,1,0,10,10.0,204.0,5016104,5016104
2,1,0,11,11.0,250.0,6449496,6449496
2,1,0,12,12.0,300.6666666666667,6448272,6448272
2,1,0,13,13.0,356.0,9310328,9310328
2,1,0,14,14.0,416.0,11457944,11457944
2,1,0,15,15.0,480.6666666666667,41457880,41920488
2,1,0,16,16.0,550.0,33644944,33644944
2,1,0,17,17.0,624.0,63778728,41942520
2,1,0,18,18.0,702.6666666666666,160963576,45531376
2,1,0,19,19.0,786.0,239578784,45888376
2,1,0,20,20.0,874.0,108991936,46182160
2,1,0,21,21.0,966.6666666666666,958261712,46889040
2,1,0,22,22.0,1064.0,2661528296,47584712
2,1,0,4,4.0,26.0,2153144,2153144
2,1,0,5,5.0,44.0,2868792,2868792
2,1,0,6,6.0,66.66666666666667,2868792,2868792
2,1,0,7,7.0,94.0,2868792,2868792
2,1,0,8,8.0,126.0,3584520,3584520
2,1,0,9,9.0,162.66666666666666,4300144,4300144
2,1,0,10,10.0,204.0,5016104,5016104
2,1,0,11,11.0,250.0,6449400,6449400
2,1,0,12,12.0,300.6666666666667,6447888,6447888
2,1,0,13,13.0,356.0,9310096,9310096
2,1,0,14,14.0,416.0,11457104,11457104
2,1,0,15,15.0,480.6666666666667,41457816,42008040
2,1,0,16,16.0,550.0,32929576,32929576
2,1,0,17,17.0,624.0,65195424,41843784
2,1,0,18,18.0,702.6666666666666,162378336,45483944
2,1,0,19,19.0,786.0,239578632,45850160
2,1,0,20,20.0,874.0,110402440,46261184
2,1,0,21,21.0,966.6666666666666,943959384,46910528
2,1,0,4,4.0,26.0,2153144,2153144
2,1,0,5,5.0,44.0,2868792,2868792
2,1,0,6,6.0,66.66666666666667,2868792,2868792
2,1,0,7,7.0,94.0,2868792,2868792
2,1,0,8,8.0,126.0,3584520,3584520
2,1,0,9,9.0,162.66666666666666,4300144,4300144
2,1,0,10,10.0,204.0,5016104,5016104
2,1,0,11,11.0,250.0,6449496,6449496
2,1,0,12,12.0,300.6666666666667,6448104,6448104
2,1,0,13,13.0,356.0,9310128,9310128
2,1,0,14,14.0,416.0,11457680,11457680
2,1,0,15,15.0,480.6666666666667,42166208,41866328
2,1,0,16,16.0,550.0,32929248,32929248
2,1,0,17,17.0,624.0,66197568,42013480
2,1,0,18,18.0,702.6666666666666,163139816,45598072
2,1,0,19,19.0,786.0,239578936,45916624
2,1,0,20,20.0,874.0,112518088,46254088
2,1,0,21,21.0,966.6666666666666,942529088,46899240
2,1,0,22,22.0,1064.0,2710899712,47562488
2,1,0,4,4.0,26.0,2153144,2153144
2,1,0,5,5.0,44.0,2868792,2868792
2,1,0,6,6.0,66.66666666666667,2868792,2868792
